0;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;1.05;1.05;1.05;0.0;-120.0;120.0
1;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
2;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
3;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
4;1;2;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
5;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
6;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
7;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
8;1;1;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
9;1;1;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
10;1;1;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
11;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
12;1;2;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
13;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
14;1;7;24900;10.0;10.0;25.0;5.0;5.0;10.0;0;;;;;;
15;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
16;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
17;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
18;1;2;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
19;1;7;24900;9.0;9.0;9.0;7.0;7.0;7.0;0;;;;;;
20;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
21;1;7;24900;135.0;135.0;135.0;105.0;105.0;105.0;0;;;;;;
22;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
23;1;7;24900;20.0;20.0;20.0;16.0;16.0;16.0;0;;;;;;
24;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
25;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
26;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
27;1;2;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
28;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
29;1;7;24900;20.0;20.0;20.0;16.0;16.0;16.0;0;;;;;;
30;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
31;1;1;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
32;1;7;4160;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
33;1;7;4160;150.0;150.0;150.0;75.0;75.0;75.0;0;;;;;;
34;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
35;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
1;1;7;24900;0.0;15.0;12.5;0.0;7.5;7.0;0;;;;;;
2;1;7;24900;0.0;15.0;12.5;0.0;7.5;7.0;0;;;;;;
3;1;7;24900;0.0;8.0;0.0;0.0;4.0;0.0;0;;;;;;
4;1;7;24900;0.0;8.0;0.0;0.0;4.0;0.0;0;;;;;;
7;1;7;24900;0.0;2.5;0.0;0.0;1.0;0.0;0;;;;;;
8;1;7;24900;17.0;0.0;0.0;8.5;0.0;0.0;0;;;;;;
9;1;7;24900;17.0;0.0;0.0;8.5;0.0;0.0;0;;;;;;
9;1;7;24900;67.5;0.0;0.0;35.0;0.0;0.0;0;;;;;;
10;1;7;24900;67.5;0.0;0.0;35.0;0.0;0.0;0;;;;;;
11;1;7;24900;0.0;2.5;0.0;0.0;1.0;0.0;0;;;;;;
11;1;7;24900;0.0;20.0;0.0;0.0;10.0;0.0;0;;;;;;
11;1;7;24900;0.0;0.0;2.0;0.0;0.0;1.0;0;;;;;;
12;1;7;24900;0.0;20.0;0.0;0.0;10.0;0.0;0;;;;;;
13;1;7;24900;0.0;0.0;2.0;0.0;0.0;1.0;0;;;;;;
13;1;7;24900;3.5;0.0;0.0;1.5;0.0;0.0;0;;;;;;
14;1;7;24900;3.5;0.0;0.0;1.5;0.0;0.0;0;;;;;;
15;1;7;24900;3.5;1.0;3.0;1.5;0.5;1.5;0;;;;;;
16;1;7;24900;2.0;7.5;6.5;1.0;4.0;3.5;0;;;;;;
16;1;7;24900;8.0;10.0;55.0;4.0;5.0;27.5;0;;;;;;
17;1;7;24900;15.0;5.0;21.0;7.5;3.0;11.0;0;;;;;;
17;1;7;24900;9.0;11.0;0.0;4.5;5.5;0.0;0;;;;;;
18;1;7;24900;0.0;14.0;0.0;0.0;7.0;0.0;0;;;;;;
19;1;7;24900;9.0;11.0;0.0;4.5;5.5;0.0;0;;;;;;
20;1;7;24900;4.5;0.0;0.0;2.5;0.0;0.0;0;;;;;;
21;1;7;24900;4.5;0.0;0.0;2.5;0.0;0.0;0;;;;;;
21;1;7;24900;0.0;12.5;10.0;0.0;6.0;5.5;0;;;;;;
22;1;7;24900;0.0;12.5;10.0;0.0;6.0;5.5;0;;;;;;
22;1;7;24900;0.0;11.5;0.0;0.0;5.5;0.0;0;;;;;;
23;1;7;24900;0.0;11.5;0.0;0.0;5.5;0.0;0;;;;;;
26;1;7;24900;0.0;2.0;0.0;0.0;1.0;0.0;0;;;;;;
27;1;7;24900;0.0;2.0;0.0;0.0;1.0;0.0;0;;;;;;
28;1;7;24900;3.5;1.0;3.0;1.5;0.5;1.5;0;;;;;;
28;1;7;24900;1.0;0.0;0.0;0.5;0.0;0.0;0;;;;;;
28;1;7;24900;2.0;7.5;6.5;1.0;4.0;3.5;0;;;;;;
29;1;7;24900;8.0;10.0;55.0;4.0;5.0;27.5;0;;;;;;
29;1;7;24900;15.0;5.0;21.0;7.5;3.0;11.0;0;;;;;;
30;1;7;24900;0.0;14.0;0.0;0.0;7.0;0.0;0;;;;;;
31;1;7;24900;1.0;0.0;0.0;0.5;0.0;0.0;0;;;;;;
36;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
37;1;7;24900;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;
